ENERGY,TIME,RA,DEC
100.0,273591654.710094,179.18898,-0.345133
100.0,273590437.70702595,180.56755,-0.14193836
100.0,273585626.831447,180.53194,-0.009962084
100.0,273589617.6089549,180.38164,-0.3061107
100.0,273587295.77705324,179.39496,0.30729777
100.0,273589099.25245315,180.10661,-1.1409249
127.44065,273587128.3302013,179.51743,0.24380496
100.0,273585546.35743,180.34297,-0.47741866
100.0,273587949.0875563,180.9444,0.8610292
131.0585,273586722.64009213,180.36284,-0.5643659
100.0,273591137.2775485,181.13397,-0.33789995
100.0,273588362.4103513,180.05978,-0.18654284
100.0,273590563.2272422,180.60565,0.21005303
100.0,273585120.9309687,179.69353,0.62124026
100.0,273586453.89473104,179.95448,0.34273627
100.0,273587361.5756967,180.25262,-0.17835604
100.0,273588036.55599576,180.35858,-0.7063905
114.041214,273586906.413262,180.20245,0.7429185
100.0,273586286.31738085,179.67531,0.7079112
100.0,273592267.37617093,179.81474,0.10343828
100.0,273587145.13294077,180.72917,-0.3305991
118.93368,273586592.3314987,179.65334,0.10537251
100.0,273586966.232151,179.51773,0.57821286
100.0,273591747.98452854,179.82979,0.04097105
100.0,273588910.645932,179.34499,-0.13637912
100.0,273589663.59504914,180.20204,0.35380968
100.0,273584916.5670008,179.56897,1.108086
100.0,273585217.52072966,180.29688,0.84349555
100.0,273591382.59554696,179.43506,-0.52472806
100.0,273591221.7738687,179.22528,-0.11403409
100.0,273585412.80037075,180.64476,-0.5049892
100.0,273587171.2448695,180.02538,0.024054222
100.0,273591639.5966881,180.1528,-0.4652837
100.0,273592189.8777207,180.1277,0.8006809
100.0,273587433.98226833,180.4812,0.7483031
100.0,273591052.8294262,179.92456,0.12146044
100.0,273591662.8709075,179.81143,0.88762254
100.227356,273588516.18457437,180.11824,0.37646773
100.057396,273589891.26089984,180.16515,0.041798577
100.0,273587507.38544524,180.41638,0.16184627
100.0,273589643.3656463,180.03687,-0.30745283
100.0,273588723.37881154,180.0012,0.19097401
100.0,273589113.2811983,180.03116,0.6396471
100.0,273586759.6532054,180.87344,0.0818999
100.0,273587247.50449336,179.69348,-0.7250499
121.9338,273586393.7829357,179.48799,0.9953173
100.0,273589436.56144994,179.4123,-0.0058216923
