time,energy,grb_name,redshift,trigger_time,t90,fluence,peak_flux
1665321519.7245796,0.1473415222804351,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321467.4328613,0.10180618660665629,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321490.8458152,6.083501692923821,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321437.4733462,0.16718430778337737,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321432.2613707,0.10679310006570678,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321474.1344814,0.9057948090591655,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321485.7517064,0.3240694686171429,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321494.9986136,0.15818498523797117,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321426.301476,31.44490769453146,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321438.70171,0.19315759190427592,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321464.2995653,0.429877155362785,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321428.7066095,0.5218613651915959,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321454.1992674,0.18860665448345326,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321429.1717784,0.5233424351868978,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321456.675243,2.0941534095744365,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321434.5610313,0.18744494270524203,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321451.503621,0.1004770085167974,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321419.733359,0.10112157132903299,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321661.0578773,0.1585363545748545,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321445.2268083,0.7111694356732305,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321492.0884135,0.1822899866728001,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321488.1606941,0.5332631779374591,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321424.6724796,0.12324540786792165,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321425.3408852,0.7533631056264426,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321441.8094163,0.21798386373564385,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321451.7304084,0.10491571910699607,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321425.0091877,0.11761344991851284,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321431.9827256,0.4111988139017195,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321471.9616354,0.6663625900675948,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321539.7286563,0.4279814005462059,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321465.8202007,1.1361774369760862,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321508.5049427,0.1901526545419962,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321424.4200926,0.5553770337314918,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321505.3930933,0.32271357933739275,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321495.8811746,0.1807564434494299,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
1665321445.8549578,2.6118055786210554,GRB221009A,0.151,1665321419.0,600.0,0.0021,8.2e-06
