time,energy,grb_name,redshift,trigger_time,t90,fluence,peak_flux
275328015.1202065,0.12738722782244388,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328013.34256846,0.640333397837992,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328008.2050645,0.6374592184786044,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328030.544498,0.14865373029426052,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328048.0613806,0.3578326000819583,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328038.3621131,0.31229655563750114,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328051.57336414,0.10386242294183859,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328012.44256026,0.1500908740303182,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328003.8500838,0.2542007725892054,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328050.54130065,0.11093815171089126,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328024.4888322,0.13628289415970557,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328021.76401687,0.10557312992309442,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328013.91486305,0.29586402253174765,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328047.96344125,0.3116623706603232,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328017.7696316,0.14251733268657993,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328014.53265727,0.11891506191717756,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328054.70109594,0.13315748874527183,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328002.50970227,0.5755404605966049,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328037.89481074,0.19855712945864004,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328011.9727251,0.2661668513508123,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328018.4496203,0.3597542210135525,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328008.38930994,0.1933854929378342,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328096.06119657,0.12226080826036081,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328029.97543824,0.3972064192621076,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328032.6936766,0.2740797375093326,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328017.2990343,0.11594102416301894,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328037.75886905,0.7800762724284798,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328021.9851511,0.15128926136777285,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328020.18006194,0.4322563822847649,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
275328004.13684297,0.3817814299129801,GRB090715B,3.0,275328000.0,266.0,0.00018,6.8e-06
