time,energy,grb_name,redshift,trigger_time,t90,fluence,peak_flux
318384001.89556915,0.1405916158599227,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.75754595,0.12527109577002757,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384010.0606531,0.10467330621741425,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384005.4779843,3.541784440020002,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.4801904,0.11269393561066446,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.7685788,0.17612286837040247,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.1149754,0.18551720142559777,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384006.2748365,0.2428276141263107,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384009.4501514,0.17167140525309135,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.49205214,0.26172813069705575,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.36248255,0.12792746332114235,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.03310895,0.1882950407684971,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.76815104,0.11374453956498608,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.7373598,0.1445815249726759,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.1883209,0.2108016176160121,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384006.04239905,0.180717079215685,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384005.5931804,1.914320347314709,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.4440999,0.13701056166805067,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.502807,0.13438083618684402,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.82118297,3.4590168056240183,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.4116367,0.12724316143139766,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.42193073,0.10495920017069854,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.10216945,0.34858800813760377,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.80011034,0.30653056215124624,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.54307646,0.19960829837533248,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.9536569,0.189214134295978,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.64872354,0.11004109912727802,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.223425,0.10423612455050227,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.6436816,0.24706346608492039,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.9726528,1.1632836216492615,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384005.31874096,0.20943354352996535,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384005.2711163,0.2577990400116356,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384001.6707583,0.20307706365841144,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384004.12362623,0.26859344859960704,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384003.4812981,0.12726232281197739,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384005.97674626,0.13991935084581894,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384002.3365247,0.22870344424322797,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
318384000.02347714,2.9367226946869436,GRB201216C,1.1,318384000.0,28.0,0.00011,3.9e-05
