time,energy,grb_name,redshift,trigger_time,t90,fluence,peak_flux
1683800000.257427,0.4446572332878844,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.5247014,0.13458618413511972,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.9656174,0.1767079705658978,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.624288,0.2913820520109704,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800005.642541,0.2077855494435931,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800010.1827884,0.6745516718850904,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.4732766,0.9980452503432412,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800007.5642457,0.26202367508488494,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800009.3331869,0.1097249697509468,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800012.2860084,0.10582649495036234,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.5437763,0.20836768498620414,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.2677488,0.11999905808110184,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.1723597,0.11869420611642328,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.1521926,0.2310314565084192,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.384807,0.198169082326893,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.9928124,0.46289807188356824,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.7667527,0.14743239378539397,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.0788705,0.1608007587632816,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.6309106,0.11497166028988476,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.5178072,0.4673136522863739,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800004.605709,0.3851864314862483,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800004.9464703,0.12787356411568826,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.0342722,0.37288962602116604,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800005.0466263,0.8042986564557142,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.8929377,0.6244319225749835,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.301473,0.22205872500315316,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.4775481,0.10660359078550508,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.6272182,0.18043326708779237,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800011.5612166,3.531532280645784,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.8586993,0.18356943406720072,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.587115,0.487132085172314,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.4626598,0.10668596451804353,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.1626568,0.26464627992753126,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.2086153,0.2327900843443802,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800008.9354234,0.3448129516635786,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.583853,0.6849544630836459,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.052391,0.10322366110263095,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.8751228,0.8537174615589445,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.4784381,4.737039786140091,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.7022545,0.10875131474404416,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.7802322,0.20908538185982067,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800021.1072705,0.23289524719839472,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.587355,0.15573922648396657,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.8213153,1.1084127102520025,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.8374012,0.15225086523460357,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800005.1634984,0.6280864254201162,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.210316,0.20880319517661064,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.6290474,0.8586640079821735,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.1735237,0.17627626057943344,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.3470204,0.7315517555961475,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800004.847112,0.23698247427088295,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.1439695,0.10590044004488564,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.7991798,0.2114876155419835,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.5075698,0.41000616594891365,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.0874946,0.16792827616755301,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.509921,0.3930619755573522,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800014.4906752,0.2630006416701282,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.0026157,0.12551078501345667,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800013.9938366,0.45321680665387626,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.5687938,0.21072617337575653,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.5548384,0.16180428804163247,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.3879576,0.17675471140289414,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.7932088,0.43804044176679,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.651464,0.24530400647691186,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.328986,0.13808598999234098,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.3647337,0.32919452092933005,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.3612325,0.25636273863759923,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800014.3630624,0.11227339198191795,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.7724416,0.20601666735098917,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.1448119,1.7760979744624112,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800004.8392482,0.12715090619331573,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.7618022,0.15724908626224754,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.7548854,0.8141549818776564,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.4496756,0.5508965044243151,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800004.530623,0.4880682425281957,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800008.1848867,0.2657203014171429,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800022.3863297,0.2859216028813009,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.0793276,0.12341009484451025,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.2791429,0.1235711083123561,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.3390167,0.13498158050088235,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.6763508,0.1599889839964613,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.2495406,0.12145427239363833,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.5111318,0.14998433661270485,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.4083552,0.14691131714385897,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.1014938,0.389266409932476,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.3949168,0.11472031305616026,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800012.3675487,0.3604482126029809,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.9229422,0.1118006723114773,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800008.7626576,0.33970725372669097,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.0577981,0.19999259203577419,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.345548,0.4213789045348788,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.1924965,0.13628750426318706,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800005.6946735,1.8988938348491584,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800012.6773055,0.24541865982707245,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.5263324,0.1841257615671912,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800004.4085858,0.13421453544076556,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800009.7360818,0.2038080394371461,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.5746377,0.11340738196888511,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.690609,0.38077844953235673,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800004.5864015,0.12756441609679936,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.274625,0.1156078092641899,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.2546592,0.10516233432317262,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.9297078,0.6486691919535358,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.6558874,0.11230624946345838,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.817192,0.13092944970464288,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.4845755,0.10479698795254105,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800005.024797,13.397111641041409,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800017.8687565,0.26661852860604013,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800007.4239037,0.49086023622928965,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.301762,0.7149925824985952,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.8838959,0.5308029704541698,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.4426005,0.21488381539281215,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.967154,0.10107462467391393,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.614598,0.12162100815602626,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.3607702,0.26118034286725594,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800009.3200946,0.3318387618327675,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.0634491,0.2150152125766241,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.0250597,0.1303063107803046,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800012.584489,2.5561526601727214,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.6859548,0.24344021990998083,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800010.8889596,0.13728476717833218,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.5162768,0.15848137190147316,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800013.2993894,5.63345451419558,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800007.982685,1.8078467495798105,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.6085372,0.12809968473407118,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800004.4362583,0.17001791962140747,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800006.2027376,0.11674089603781075,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.900438,0.11469109512994309,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.8045077,0.15814668766763407,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.3976507,2.6833213653705457,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800002.4857674,0.13834330118432672,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.0523825,0.4473835741430219,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.87548,1.1964265600169477,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.8219073,0.11442458051418443,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800001.9506683,0.24053995956954935,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800011.4957354,0.411167222856807,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800009.5595872,0.2927064123285287,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800003.028654,0.19448755200672138,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
1683800000.4297314,4.725434904921346,GRB230512A,0.89,1683800000.0,42.0,0.00015,3.6e-05
