time,energy,grb_name,redshift,trigger_time,t90,fluence,peak_flux
1703000003.9948947,0.32951381345086045,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000001.6640198,0.5676158475481384,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000002.0923178,0.38457943964252683,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000000.1330087,0.28900086830832783,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000005.080711,0.14498684614086346,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000008.300705,3.2294867844166513,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000003.8698184,0.14286493621780486,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000002.4182065,0.11507138665922348,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000000.1462812,0.2761225584234476,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000011.683559,0.37997757723995446,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000001.2505794,0.2993129095563431,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000000.8688118,0.10599815319213375,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000004.089563,0.24714145034213184,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000001.789482,1.502816717554354,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000002.0577345,0.12401812977559104,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000003.3811796,0.7784921025738306,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000006.2155244,0.11636223835002864,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000006.9743714,0.16396859582375872,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000002.3180425,0.16051979229472824,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000007.9601388,3.5521360970986073,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000001.8768723,0.2196363354414,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000002.0636427,0.1044919965553854,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000000.0879052,0.1316678052816623,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000001.9827838,0.19334190088583014,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000004.2718074,0.3647331594899146,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000000.328774,0.12824730229284126,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
1703000004.6758342,0.7768613781842721,GRB231228A,1.89,1703000000.0,45.0,0.00021,4.7e-05
