time,energy,observatory,grb_name,redshift,trigger_time,t90
1665321429.4504485,0.02609413169974732,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321454.972212,0.016293703089419288,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321496.0158036,0.07047082294215709,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321431.754767,0.10568311137442678,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321449.2820058,0.029457608104183474,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321447.0976274,0.028120636376580372,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321499.58436,0.017112054413170617,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321450.3425262,0.05854365508191147,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321446.4520662,0.1439960990663327,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321447.3910234,0.047227238980561595,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321431.2342803,0.061616341872160946,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321503.425091,0.023401639151259493,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321484.2405765,0.09339449692126713,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321496.969362,0.026016012004499045,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321446.5029502,0.016433826839450272,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321468.9302711,0.05695585433880376,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321450.4726439,0.024995623492713833,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321427.6636167,0.019884016466343763,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321491.400081,0.04968114605250624,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321445.623355,0.05173163526134446,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321429.636307,0.059934719536264745,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321422.3583343,0.026564023468921463,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321450.7985787,0.09024286994996415,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321437.4054825,0.02093410808565272,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321589.115664,0.015494077508485297,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321502.8621616,0.01645167403962512,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321443.2814157,0.015255520141928023,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321504.5251715,0.1035297857784208,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321448.2584274,0.054876424230926646,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321495.1146142,0.026897127252855837,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321427.519534,0.021637668326980566,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321498.480368,0.04220580540763422,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321465.2327442,0.023465453673048496,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321442.0447795,0.023807900391152464,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321486.234788,0.01567755588448333,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321474.4136624,0.01864942186467387,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321420.2807963,0.017499410473967438,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321446.064285,0.05997224035811134,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321612.6010337,0.05967066417546457,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321420.4865475,0.015153699637989558,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321491.5184252,0.018380700751240937,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321471.8971272,0.040158788574596545,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321432.0102215,0.05653473029903493,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321443.4990892,0.018259018116336657,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321456.8959744,0.04070579980747984,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321434.8167305,0.07166940188466636,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321430.0308156,0.05484787914283696,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321457.4651034,0.024873363778129518,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321432.9695947,0.028557418236321307,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321443.0864062,0.016151876131133034,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321575.8961368,0.02595486076842237,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321452.633176,0.047852642043049114,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321580.5853777,0.038425979409235554,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321464.3773463,0.06498015701868025,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321448.5328653,0.07620010391094754,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321538.1863494,0.14075662126575975,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321554.5619311,0.04439827411362798,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321691.8078585,0.03954565149361032,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321480.1472845,0.019087687861247316,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321524.0736706,0.016810204168431372,BATSE,GRB130427A,0.151,1665321419.0,600.0
1665321556.9452045,0.028774200000161457,BATSE,GRB130427A,0.151,1665321419.0,600.0
