time,energy,observatory,grb_name,redshift,trigger_time,t90
1665321522.1382895,0.09110883461018437,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321545.8878841,0.14861712678008515,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321459.6155007,0.029801905683018378,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321506.0467238,0.033312384542069993,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321451.9821544,0.019211149245010963,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321437.3749914,0.01694542667129674,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321496.0956018,0.017257907408036895,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321467.0917053,0.08475462331668789,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321513.204843,0.015587952871634518,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321430.2788787,0.06525806842620155,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321488.1607382,0.036763562757341946,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321517.5881062,0.09590625884703038,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321421.8252518,0.021760458580921724,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321421.122866,0.0479984125299168,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321548.7348464,0.05366600733563746,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321435.354093,0.01702485225994937,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321457.7932513,0.05067334674913697,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321474.9244814,0.05750032609945451,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321421.969566,0.01617693127596906,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321569.3853102,0.08029513612006219,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321567.0579515,0.0303556768397637,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321429.0891395,0.015162088478422696,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321467.5286608,0.1419865368023052,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
1665321474.7873852,0.04590551978592664,BeppoSAX,GRB080916C,0.151,1665321419.0,600.0
