time,energy,observatory,grb_name,redshift,trigger_time,t90
273581826.6273366,0.02599975500215056,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581822.19645923,0.10992927189524633,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581821.6943485,0.017930174819892702,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581824.45978683,0.01894091866859134,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581822.2352149,0.04663947531376647,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581821.09863573,0.017657712909614338,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581821.9166017,0.023107444434181265,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581825.71078014,0.020689806531969883,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581822.8606778,0.022747390698963414,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581819.9404627,0.08178638165084348,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581823.4779501,0.05688265581378217,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581828.05189806,0.0162531077277969,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581820.67627645,0.017627837889661716,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581820.71267843,0.044080911090597294,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581819.86894274,0.055966317501470554,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581821.196759,0.019425578754143576,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581824.21917,0.02374305278177584,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581821.5120844,0.03503480675855476,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581820.449961,0.10058756539098934,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581822.62696964,0.09427356041060228,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581823.4276187,0.05303690854804255,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581820.49434173,0.02313040834224194,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581820.33998054,0.032795301202116676,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581824.0956165,0.03999877046212396,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581819.772426,0.027144905576741332,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581825.4789123,0.058621497102959136,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581828.17032766,0.03756711774888457,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
273581820.60857755,0.026063070037785917,INTEGRAL,GRB090902B,1.822,273581819.7,21.0
