time,energy,observatory,grb_name,redshift,trigger_time,t90
1665321429.681935,0.030435675064160648,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321517.6717815,0.03736224588758822,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321462.9855685,0.1379043796056127,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321458.347754,0.0212514840614604,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321485.3549597,0.04583896337566475,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321431.144405,0.017370462904966636,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321528.8006413,0.05781172986745835,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321423.0279694,0.02123177046689514,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321429.1919522,0.10815971362952932,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321569.539784,0.028018773494952357,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321423.110956,0.015667180981088057,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321458.5262766,0.01760670216535212,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321448.5899932,0.04995040324721251,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321424.6786993,0.09798208975999301,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321497.744005,0.05860125005581774,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321469.8740933,0.041626276624648115,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321469.796482,0.015075459728946066,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321438.0053241,0.03563090562020791,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321450.7623107,0.02705130616915327,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321523.6998208,0.016166018267935733,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321432.835993,0.10318448519134081,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321423.8270674,0.018087267661693152,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321457.0712109,0.021141016176235504,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321641.6454127,0.028095049337658794,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321631.818054,0.10727278374348935,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321449.1154692,0.018085101593563864,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321421.6218092,0.021912469618945652,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321453.9497297,0.021921184783348077,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321456.5498383,0.016253082951215456,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321426.8572881,0.03182874484420532,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321513.3977516,0.015978359158317388,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321465.941726,0.08196572047762248,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321565.624392,0.02212609761201956,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321466.515608,0.03742851694600375,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321423.741578,0.09646191756064544,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321473.939539,0.01933297031902463,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321497.4691336,0.01677416490483582,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321446.9530277,0.019835478115081094,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321555.3968194,0.07579446624964954,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321432.4283426,0.04450136810190058,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321497.3907688,0.07056585278580084,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321510.7459693,0.052665507824817194,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321442.0079935,0.029256334101517067,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321428.1331217,0.04608220819713582,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321420.8632898,0.0253276414780159,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321429.002256,0.016507539655319703,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321552.8576527,0.06517245433158501,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321436.6913471,0.06872636948764367,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321473.227128,0.019750627752808534,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321557.2697015,0.026916645185654002,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321423.6100686,0.03171971640628283,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321449.45248,0.10625914795708076,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321611.1601627,0.020549904565140994,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321426.3261538,0.01515609498525472,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
1665321537.333963,0.018656767877569553,INTEGRAL,GRB090510,0.151,1665321419.0,600.0
